"county_name" "state" "confirmed_cases" "deaths" "total_pop" "white_pop" "black_pop" "asian_pop" "amerindian_pop" "hispanic_pop" "median_income" "households_public_asst_or_food_stamps" "children_in_single_female_hh" "employed_pop" "unemployed_pop" "pop_determined_poverty_status" "not_us_citizen_pop" "two_parent_families_with_young_children" "poverty" "income_under_40" "income_over_40_under_100" "income_over_100" "income_200000_or_more" "commuters_in_groups" "local_commuters" "out_of_town_commuters" "cases_per_1000" "deaths_per_1000" "death_per_case" "k12_students" "children" "some_college_and_associates_degree" "associates_degree" "bachelors_degree" "masters_degree"
"2360" "Sumter County" "SC" 7090 132 107379 49068 50329 1258 298 4091 41946 8179 10657 42439 5474 104977 2001 4470 22200 19701 16537 4450 729 4615 35945 5792 66.0278080444035 1.2292906434219 0.0186177715091678 17338 26285 22818 6550 8504 3862
"2361" "Abbeville County" "SC" 1510 27 24788 17076 6844 71 24 332 35254 1996 1512 9505 986 24078 154 855 5474 5228 3198 884 82 1074 6676 1495 60.9165725350976 1.08923672744877 0.0178807947019868 3566 5247 5042 1778 1708 587
"2362" "Hampton County" "SC" 1352 38 20066 8209 10640 75 36 799 32147 1369 2028 7429 796 18549 277 517 3407 4337 2230 505 57 1082 4887 2121 67.3776537426493 1.89375062294428 0.0281065088757396 3330 4481 3677 1166 1069 514
"2363" "Marlboro County" "SC" 2370 35 27505 10784 13805 95 899 909 33921 2445 2416 9731 1669 24413 528 621 6482 5694 3343 529 137 1265 7747 1324 86.1661516087984 1.27249590983458 0.0147679324894515 4188 5571 4695 1460 1137 565
"2364" "Chester County" "SC" 2882 48 32424 19091 11792 119 93 619 37421 2048 2713 12706 1381 32211 107 935 7019 6423 4386 1416 159 1223 8849 2953 88.8847767086109 1.48038490007402 0.0166551006245663 5219 7487 6055 1881 2266 721
"2365" "Laurens County" "SC" 4819 106 66508 45291 16634 222 66 2982 40580 4364 5371 28011 2392 64157 1137 1929 13280 12576 10448 2192 327 3677 21837 4182 72.4574487279726 1.59379322788236 0.0219962647852252 9867 14818 13911 4125 4320 1912
"2366" "Georgetown County" "SC" 5004 103 61065 38666 19114 230 73 1838 46967 4436 4561 24152 2560 60418 782 1369 11268 10771 9243 3788 1038 2102 17598 3826 81.9454679439941 1.68672725784001 0.0205835331734612 8718 11965 13739 4050 7486 3490
"2367" "Pickens County" "SC" 13541 186 121449 104578 7896 2147 290 4264 45332 5199 5438 53267 3915 114654 3213 4497 20987 20608 18271 6588 961 4866 41946 7041 111.495360192344 1.53150705234296 0.0137360608522266 15825 23673 23459 7919 10740 4869
"2368" "Dorchester County" "SC" 11021 133 151716 98031 38414 2915 679 7651 58685 6962 10229 70522 4642 149368 3184 7214 17600 17974 23125 11173 1756 5945 52614 13754 72.6423053600148 0.876637928761634 0.0120678704291807 27104 38238 34920 11175 17690 8070
"2369" "Beaufort County" "SC" 11829 126 179316 120827 32543 2149 355 20187 60603 5021 9815 74171 4987 173968 9659 8038 20786 22120 28521 13802 4347 9339 62528 7950 65.9673425684267 0.702670146556916 0.0106517879786964 22888 35208 38806 11096 29771 14603
"2370" "Anderson County" "SC" 15596 327 194174 150741 31052 1716 391 6823 45551 11671 12742 85591 6181 191170 3137 7712 29776 33357 30444 10567 1866 7224 70186 8725 80.3197132468817 1.68405656782061 0.0209669145934855 30978 45056 42651 14098 17584 7531
"2371" "Florence County" "SC" 13886 316 138537 72820 58405 1783 243 3442 43310 10478 12751 59365 6242 134942 1866 4941 26444 24286 19584 6950 1272 5992 48862 6558 100.23315071064 2.28097908861892 0.0227567334005473 22929 33410 26556 8419 13549 5667
"2372" "Lancaster County" "SC" 6914 103 86544 60704 18783 828 157 4360 50557 3645 5779 36001 3005 84475 1712 3601 13096 12833 12095 5440 1077 3236 26078 7388 79.8899981512294 1.19014605287484 0.0148973098061903 12657 18967 16981 5812 10066 4422
"2373" "Kershaw County" "SC" 4934 87 63734 44041 15263 319 138 2599 46565 2987 4806 26909 2038 63338 575 2417 10366 10829 10563 2734 585 2539 20736 4320 77.4155082059811 1.36504848275646 0.0176327523307661 10159 14943 12752 3932 5489 2927
"2374" "Oconee County" "SC" 6739 81 75926 64366 5394 543 163 3905 43978 4568 3770 31227 2193 75156 1796 2655 13993 14431 11809 3974 1140 3228 24326 4158 88.7574743829518 1.06682822748466 0.0120195874758866 10462 15439 15827 5224 7719 3789
"2375" "Greenville County" "SC" 49626 625 490332 338103 88189 10753 893 43348 53739 20385 29110 233417 13514 478064 24244 24460 64347 69585 73783 33965 8504 22082 198399 17250 101.20897677492 1.27464656600018 0.0125942046507879 76459 115001 96155 30142 70027 29413
"2376" "Richland County" "SC" 32201 382 404869 175125 186882 11001 482 20423 52082 21508 32082 191869 15912 374266 12201 14572 62671 58765 59380 24698 6318 16561 159523 15657 79.5343679066562 0.943515062896888 0.0118629856215645 62764 88208 76837 20834 57016 27599
"2377" "Jerauld County" "SD" 265 16 2034 1958 0 0 9 45 49882 67 42 987 2 1972 46 124 176 319 397 146 49 130 630 59 130.285152409046 7.86627335299902 0.060377358490566 286 466 405 169 214 56
"2378" "Aurora County" "SD" 437 11 2739 2432 45 0 63 183 57257 92 67 1462 21 2601 95 186 162 398 578 154 49 158 919 78 159.547280029208 4.01606425702811 0.0251716247139588 479 714 604 252 305 53
"2379" "Deuel County" "SD" 449 7 4282 4146 0 0 3 118 57969 112 72 2307 43 4205 47 245 422 579 962 251 43 286 1588 206 104.85754320411 1.63475011676787 0.0155902004454343 681 991 863 337 458 91
"2380" "Perkins County" "SD" 317 11 2964 2807 3 0 78 47 50450 118 107 1529 61 2899 9 130 348 542 568 138 63 84 840 75 106.950067476383 3.71120107962213 0.0347003154574132 436 629 709 249 276 89
"2381" "Tripp County" "SD" 646 14 5480 4500 0 0 729 18 48409 340 220 2859 52 5294 27 253 1045 1053 991 295 85 284 1818 230 117.883211678832 2.55474452554745 0.021671826625387 814 1237 1086 319 643 112
"2382" "Jones County" "SD" 76 0 740 740 0 0 0 0 39432 23 9 430 13 740 6 19 80 205 146 54 0 19 184 35 102.702702702703 0 0 96 117 195 64 76 18
"2383" "Campbell County" "SD" 116 4 1443 1403 0 0 15 2 51548 25 4 757 8 1428 4 93 67 273 252 136 29 43 524 52 80.3880803880804 2.77200277200277 0.0344827586206897 220 310 287 98 214 13
"2384" "Butte County" "SD" 941 20 10194 9359 64 0 179 357 44786 682 466 5096 147 9887 50 484 1099 1902 1588 522 160 746 3820 381 92.3092014910732 1.96193839513439 0.0212539851222104 1757 2462 1986 441 1164 212
"2385" "Hyde County" "SD" 134 1 1373 1175 0 0 130 11 53696 27 39 683 21 1334 3 77 190 212 251 102 17 47 435 54 97.5965040058267 0.728332119446468 0.00746268656716418 186 288 268 71 158 31
"2386" "McCook County" "SD" 710 22 5515 5219 45 0 28 174 60808 137 115 2882 74 5356 70 435 496 666 1044 416 56 271 1742 469 128.739800543971 3.98912058023572 0.0309859154929577 948 1498 1211 504 575 165
"2387" "Mellette County" "SD" 232 2 2062 847 0 0 1093 107 31165 198 252 680 48 2005 7 51 855 408 224 44 7 63 393 91 112.512124151309 0.969932104752667 0.00862068965517241 436 632 361 69 166 26
"2388" "Spink County" "SD" 742 24 6478 6151 8 0 124 120 52000 238 301 3204 62 6303 7 287 626 910 1197 386 133 234 2138 237 114.541525162087 3.70484717505403 0.032345013477089 1076 1535 1464 495 752 164
"2389" "Turner County" "SD" 1023 49 8242 7888 30 0 44 172 54294 390 341 4307 95 8046 34 423 851 1281 1568 595 79 421 2831 697 124.120359136132 5.94515894200437 0.0478983382209189 1377 1942 2052 833 945 267
"2390" "Hanson County" "SD" 328 4 3404 3196 157 0 38 0 62448 44 94 1638 7 3394 1 320 222 301 524 204 32 149 1208 96 96.3572267920094 1.17508813160987 0.0121951219512195 745 1087 710 290 360 80
"2391" "Oglala Lakota County" "SD" 2006 40 14291 593 14 0 12907 532 27804 1710 2680 3219 945 14148 14 306 7341 1773 959 160 28 436 2072 288 140.368063816388 2.79896438317822 0.0199401794616152 3705 5337 2741 570 680 181
"2392" "Faulk County" "SD" 324 13 2327 2203 1 2 88 27 46750 38 36 1120 3 2241 1 195 244 407 358 162 17 79 692 54 139.235066609368 5.58659217877095 0.0401234567901235 294 488 516 149 294 114
"2393" "Edmunds County" "SD" 438 5 3971 3867 2 4 17 68 65380 74 42 2006 33 3839 35 231 228 492 670 346 71 220 1405 92 110.299672626542 1.2591286829514 0.0114155251141553 666 944 808 299 463 184
"2394" "Dewey County" "SD" 1370 18 5709 1162 7 4 4402 75 41190 561 831 1950 682 5650 4 264 1776 804 622 180 42 67 1400 189 239.97197407602 3.15291644771414 0.0131386861313869 1246 2036 1046 360 330 105
"2395" "Miner County" "SD" 254 7 2255 2146 23 7 3 47 50658 102 63 1116 23 2207 28 141 257 378 449 136 27 98 646 158 112.638580931264 3.10421286031042 0.0275590551181102 419 585 490 187 234 36
"2396" "Day County" "SD" 582 23 5524 4768 0 7 551 111 43902 342 290 2776 42 5336 17 237 878 1163 989 320 95 184 1798 259 105.358435916003 4.16364952932657 0.0395189003436426 787 1182 1300 447 575 114
"2397" "Grant County" "SD" 865 35 7133 6695 0 8 245 130 56276 184 202 3718 126 7084 173 426 540 1057 1695 360 91 443 2906 151 121.267348941539 4.90677134445535 0.0404624277456647 1058 1615 1692 656 637 93
"2398" "Bennett County" "SD" 372 8 3440 1066 8 8 1622 250 45725 245 521 1212 189 3337 15 85 1272 401 442 112 0 164 626 132 108.139534883721 2.32558139534884 0.021505376344086 871 1219 585 123 272 48
"2399" "Corson County" "SD" 456 11 4177 1225 19 9 2816 31 32260 492 549 1260 508 4148 11 127 1985 729 385 95 30 75 775 104 109.169260234618 2.63346899688772 0.0241228070175439 984 1474 691 258 350 58
"2400" "Harding County" "SD" 89 1 1281 1202 17 9 24 23 55972 9 33 660 10 1261 19 123 163 190 250 74 19 80 302 69 69.4769711163154 0.78064012490242 0.0112359550561798 184 305 283 103 213 52
"2401" "Hamlin County" "SD" 652 38 5911 5583 10 13 44 217 61784 101 153 2874 50 5752 73 493 321 492 1264 381 56 318 1994 213 110.302825241076 6.42869226865167 0.0582822085889571 1179 1876 1017 407 597 133
"2402" "Roberts County" "SD" 1082 34 10250 5914 49 13 3691 287 51228 544 1091 4585 346 9986 42 358 1879 1512 1627 484 133 547 3524 283 105.560975609756 3.31707317073171 0.0314232902033272 1712 2890 2170 848 770 226
"2403" "Jackson County" "SD" 269 13 3275 1404 7 14 1704 23 38041 233 466 1105 150 3192 7 144 1430 521 351 76 36 89 510 30 82.1374045801527 3.96946564885496 0.0483271375464684 565 1004 598 164 300 95
"2404" "Sanborn County" "SD" 323 3 2366 2253 0 14 16 70 54677 118 103 1300 40 2316 14 154 224 322 514 176 38 128 941 83 136.517328825021 1.26796280642434 0.00928792569659443 286 490 587 273 240 53
"2405" "Hutchinson County" "SD" 736 22 7277 6924 32 15 105 137 49583 194 231 3592 203 7010 79 404 909 1148 1239 367 127 186 2228 241 101.140579909303 3.02322385598461 0.0298913043478261 1172 1728 1439 583 906 200
"2406" "Brule County" "SD" 671 7 5280 4476 0 17 520 134 50870 310 199 2691 55 5095 39 274 745 803 1018 267 82 240 1915 84 127.083333333333 1.32575757575758 0.0104321907600596 811 1354 1177 443 642 176
"2407" "Davison County" "SD" 2854 55 19753 18105 118 18 593 484 48665 1222 1139 10389 425 18889 255 1013 2376 3560 3532 1363 241 993 8234 465 144.484382119172 2.78438718169392 0.01927119831815 2911 4486 5086 2068 2356 576
"2408" "Charles Mix County" "SD" 1185 14 9319 5897 5 21 2789 286 44104 506 846 3829 208 9013 2 493 1930 1440 1247 396 101 279 2512 53 127.15956647709 1.50230711449726 0.0118143459915612 1830 2749 1865 633 728 151
"2409" "Gregory County" "SD" 493 26 4209 3719 0 22 295 62 42679 255 259 2017 17 4157 5 185 634 919 746 227 51 178 1263 61 117.129959610359 6.17723924922784 0.0527383367139959 624 992 928 264 509 81
"2410" "Ziebach County" "SD" 332 8 2837 664 0 29 2113 11 35000 343 441 967 358 2820 16 107 1216 432 268 62 2 101 588 87 117.025026436376 2.81988015509341 0.0240963855421687 682 956 460 174 192 28
"2411" "Clark County" "SD" 325 4 3642 3451 0 32 62 66 47500 94 124 1773 74 3559 36 291 475 653 599 219 39 192 1124 213 89.2366831411312 1.09829763866008 0.0123076923076923 540 893 784 268 345 72
"2412" "Fall River County" "SD" 486 13 6783 5779 47 108 332 268 48862 328 226 3208 85 6530 83 260 978 1273 1383 440 19 270 2038 282 71.6497125165856 1.91655609612266 0.0267489711934156 880 1222 2027 624 944 149
"2413" "Moody County" "SD" 582 15 6496 5044 36 136 704 237 56233 233 330 3307 170 6344 158 306 1009 922 1281 365 96 178 2194 441 89.5935960591133 2.30911330049261 0.0257731958762887 1124 1630 1468 440 841 183
"2414" "Douglas County" "SD" 407 9 2940 2790 0 1 80 17 52543 64 36 1477 14 2834 57 213 232 454 625 150 42 60 842 60 138.43537414966 3.06122448979592 0.0221130221130221 398 700 689 234 261 94
"2415" "Marshall County" "SD" 279 5 4759 3987 23 1 349 352 60948 89 190 2471 41 4667 255 326 389 606 802 355 50 234 1378 256 58.6257617146459 1.05064089094348 0.017921146953405 687 1158 1137 548 593 110
"2416" "Lawrence County" "SD" 2714 35 25018 22854 236 225 557 790 49275 1101 674 13067 421 24019 360 990 2976 4273 4681 1656 292 1735 10133 972 108.481893037013 1.39899272523783 0.0128960943257185 3233 4561 5406 1352 3535 1201
"2417" "Brookings County" "SD" 3309 32 33697 30648 479 967 357 876 53473 820 741 19080 651 30231 1556 1943 4815 4501 5340 2324 437 1833 14999 1068 98.1986526990533 0.949639433777488 0.00967059534602599 4121 6801 5011 1583 4629 1570
"2418" "Hughes County" "SD" 2131 30 17572 14611 86 65 1806 518 59741 705 540 9402 199 16410 158 1154 1847 2490 3134 1610 157 1098 8050 178 121.272478943774 1.70726155246984 0.01407789770061 2448 4192 3518 1114 2909 839
"2419" "Union County" "SD" 1810 36 14929 13853 105 154 97 441 65434 380 411 7933 167 14776 191 807 1084 1760 2606 1359 560 622 6022 674 121.240538549133 2.41141402639159 0.0198895027624309 2452 3671 3197 1256 1964 739
"2420" "Beadle County" "SD" 2580 38 18163 14445 71 1687 262 1644 48995 1327 1127 9105 192 17820 1971 1340 4232 3147 3265 1131 108 1125 7483 469 142.047018664318 2.09216539117987 0.0147286821705426 2827 4840 3789 1440 1919 366
"2421" "Todd County" "SD" 1192 20 10016 850 32 131 7728 423 26285 1179 2437 2784 496 9781 124 263 5082 1786 840 93 49 314 2077 174 119.009584664537 1.99680511182109 0.0167785234899329 2556 4017 1642 276 515 219
"2422" "Lake County" "SD" 1100 16 12350 11584 68 235 4 287 58467 372 682 6498 266 11576 85 747 1799 1571 2224 788 234 427 4209 694 89.0688259109312 1.29554655870445 0.0145454545454545 1647 2702 2368 787 1924 505
"2423" "Clay County" "SD" 1722 13 13907 12268 203 342 400 381 41773 746 550 7624 524 11731 330 627 2901 2529 1838 770 165 572 5066 589 123.82253541382 0.934781045516646 0.00754936120789779 1395 2394 1623 453 1887 835
"2424" "Minnehaha County" "SD" 26457 296 183660 153510 8719 3519 4294 8558 57322 8037 10519 102646 3608 178731 7482 11737 19599 25347 32363 13315 2737 9482 89472 4252 144.054230643581 1.61167374496352 0.0111879653777828 28418 46365 40153 14026 26035 7816
"2425" "Custer County" "SD" 714 10 8519 7722 17 35 303 259 56449 314 330 3961 167 8175 133 238 1081 1368 1868 514 151 503 2298 862 83.8126540673788 1.17384669562155 0.0140056022408964 1005 1415 2544 976 1254 270
"2426" "Kingsbury County" "SD" 586 13 5000 4753 0 78 26 107 58794 144 180 2662 50 4914 38 252 467 789 1082 363 93 241 1661 223 117.2 2.6 0.0221843003412969 645 1064 1136 452 580 160
"2427" "Bon Homme County" "SD" 1482 23 6972 6095 94 98 348 207 52923 227 116 2897 34 5478 47 270 562 1030 1062 395 67 301 1850 186 212.564543889845 3.29890992541595 0.0155195681511471 942 1258 1689 649 660 199
"2428" "Codington County" "SD" 3682 73 27963 26073 133 180 465 588 52025 1352 1652 15522 393 27535 167 1404 3214 4435 5572 1577 427 1192 12585 635 131.673997782784 2.61059256875156 0.0198261814231396 4478 6789 6246 2526 3336 533
"2429" "Walworth County" "SD" 687 14 5502 4393 26 111 670 108 46623 306 160 2741 106 5263 165 264 539 944 995 286 67 424 1875 167 124.863685932388 2.54452926208651 0.0203784570596798 857 1264 1083 330 655 110
"2430" "Yankton County" "SD" 2692 27 22660 20267 411 150 520 841 50029 1287 759 11340 325 21164 224 1086 2770 3859 3610 1400 414 1219 9216 672 118.799646954987 1.19152691968226 0.0100297176820208 3457 4816 5008 1571 2792 1058
"2431" "Lincoln County" "SD" 7248 70 53147 49754 554 568 256 1000 81849 695 2033 29254 633 52757 548 4092 1601 3515 8452 4951 1818 1873 25441 1238 136.376465275556 1.31710162379814 0.00965783664459161 10090 15323 11388 4413 9626 2766
"2432" "Meade County" "SD" 2413 26 27066 23817 484 318 620 1104 54286 1214 965 13830 189 26251 213 1645 2304 3914 5188 1630 290 1845 11899 972 89.1524421783788 0.960614793467819 0.0107749689183589 3961 6475 6549 2434 3261 848
"2433" "Brown County" "SD" 4785 75 38637 34229 629 988 1311 952 53807 1320 1633 20738 380 37404 842 1810 4116 5809 7227 2589 703 1746 17636 616 123.845019023216 1.94114449879649 0.0156739811912226 6013 9188 8317 2826 5155 1584
"2434" "Pennington County" "SD" 12068 161 108126 87068 1160 1209 8654 5200 52245 5535 6817 54142 2371 105410 1385 5115 14803 16034 18850 6674 1552 4532 47579 2353 111.61052845754 1.48900356990918 0.0133410672853828 15805 25532 26560 8254 14214 5378
"2435" "Haakon County" "SD" 240 9 2084 1849 1 0 160 11 38873 20 33 902 20 2047 0 85 352 483 283 102 25 32 388 27 115.163147792706 4.31861804222649 0.0375 359 530 476 106 198 44
"2436" "Sully County" "SD" 129 3 1390 1327 0 0 21 13 60694 14 54 728 4 1382 0 64 45 162 289 114 36 78 460 15 92.8057553956834 2.15827338129496 0.0232558139534884 229 331 345 106 197 32
"2437" "Stanley County" "SD" 304 2 2994 2628 0 0 250 32 63233 36 115 1794 19 2961 0 122 172 352 673 190 94 179 1488 62 101.536406145625 0.668002672010688 0.00657894736842105 400 689 609 239 324 184
"2438" "Buffalo County" "SD" 415 12 2048 242 8 0 1664 49 30500 254 342 594 122 2038 0 56 825 321 180 29 0 66 415 10 202.63671875 5.859375 0.0289156626506024 510 789 305 75 75 11
"2439" "Hand County" "SD" 321 4 3303 3234 1 7 0 24 50720 53 116 1697 26 3237 0 173 264 585 657 195 61 108 1094 99 97.1843778383288 1.21102028458977 0.0124610591900312 482 701 858 282 445 104
"2440" "McPherson County" "SD" 222 4 2366 2125 3 14 157 51 41674 104 24 1040 75 2265 0 156 385 472 367 155 25 83 498 166 93.8292476754015 1.69061707523246 0.018018018018018 326 461 601 191 203 48
"2441" "Lyman County" "SD" 574 10 3882 2188 2 18 1538 85 47113 218 336 1756 119 3843 0 154 835 554 645 151 33 219 1112 62 147.861926841834 2.57599175682638 0.0174216027874564 681 1100 818 233 332 86
"2442" "Potter County" "SD" 338 3 2318 2157 0 28 54 53 51597 42 109 1159 10 2219 25 87 145 354 487 130 54 83 704 86 145.815358067299 1.29421915444349 0.00887573964497041 360 472 521 149 266 70
"2443" "Sequatchie County" "TN" 1376 18 14654 12590 26 0 48 515 51312 1158 594 5947 500 14423 137 572 2073 2274 2492 684 55 664 3392 1864 93.8992766480142 1.22833356080251 0.0130813953488372 2379 3250 2868 892 882 352
"2444" "Van Buren County" "TN" 663 7 5675 5464 17 0 0 53 43631 332 138 2308 304 5560 54 243 1083 993 973 153 37 148 1593 361 116.828193832599 1.23348017621145 0.0105580693815988 754 1065 953 240 211 118
"2445" "Scott County" "TN" 2262 31 21949 21411 117 0 76 176 31875 2745 1447 8347 867 21493 31 998 5630 4930 2878 658 53 801 5616 1741 103.057086883229 1.4123650280195 0.0137046861184792 3696 5310 3640 939 650 409
"2446" "Pickett County" "TN" 680 20 5071 4910 41 0 0 44 39313 480 218 2220 90 4983 3 157 936 1129 825 225 1 171 1626 280 134.095839084993 3.94399526720568 0.0294117647058824 594 924 1027 340 185 49
"2447" "Cocke County" "TN" 3456 56 35262 32994 564 0 153 776 32027 3922 2266 14192 1508 34768 100 850 8688 8411 5093 963 125 1522 10282 3226 98.0091883614089 1.58811184844875 0.0162037037037037 4895 7265 5749 1498 1793 755
"2448" "Morgan County" "TN" 1898 15 21639 20198 1080 3 28 264 40707 2007 938 7120 584 18656 59 705 4279 3638 2936 697 113 932 4803 1646 87.7120014788114 0.693192846249827 0.00790305584826133 3053 4201 3608 1007 742 396
